;domain;date;name;serving_time;level;nutrition;allergens;tags;ingredient
6;be;5/18;Mediterraanse kipbowl met bulgur, uienpickle en dilledip;20 tot 30 minuten;eenvoudig;Calorieën 751kcal, Vet 28.7g, Eiwit 46.7g, Koolhydraten 69.6g;noten, melk en gluten. Kan sporen van andere allergenen bevatten.;['BINNEN 30 MIN.', 'GEVOGELTE', 'KINDVRIENDELIJK', 'GEZONDE KEUZE'];citroen
7;be;5/18;Mediterraanse kipbowl met bulgur, uienpickle en dilledip;20 tot 30 minuten;eenvoudig;Calorieën 751kcal, Vet 28.7g, Eiwit 46.7g, Koolhydraten 69.6g;noten, melk en gluten. Kan sporen van andere allergenen bevatten.;['BINNEN 30 MIN.', 'GEVOGELTE', 'KINDVRIENDELIJK', 'GEZONDE KEUZE'];rode ui
8;be;5/18;Mediterraanse kipbowl met bulgur, uienpickle en dilledip;20 tot 30 minuten;eenvoudig;Calorieën 751kcal, Vet 28.7g, Eiwit 46.7g, Koolhydraten 69.6g;noten, melk en gluten. Kan sporen van andere allergenen bevatten.;['BINNEN 30 MIN.', 'GEVOGELTE', 'KINDVRIENDELIJK', 'GEZONDE KEUZE'];shoarmakruiden
9;be;5/18;Mediterraanse kipbowl met bulgur, uienpickle en dilledip;20 tot 30 minuten;eenvoudig;Calorieën 751kcal, Vet 28.7g, Eiwit 46.7g, Koolhydraten 69.6g;noten, melk en gluten. Kan sporen van andere allergenen bevatten.;['BINNEN 30 MIN.', 'GEVOGELTE', 'KINDVRIENDELIJK', 'GEZONDE KEUZE'];kippendijfilet
10;be;5/18;Mediterraanse kipbowl met bulgur, uienpickle en dilledip;20 tot 30 minuten;eenvoudig;Calorieën 751kcal, Vet 28.7g, Eiwit 46.7g, Koolhydraten 69.6g;noten, melk en gluten. Kan sporen van andere allergenen bevatten.;['BINNEN 30 MIN.', 'GEVOGELTE', 'KINDVRIENDELIJK', 'GEZONDE KEUZE'];bulgur
0;be;5/18;Rendangcurry met rundvlees en wortel geserveerd met broccolirijst;20 tot 30 minuten;eenvoudig;Calorieën 823kcal, Vet 57.7g, Eiwit 40.7g, Koolhydraten 33.2g;gluten. Kan sporen van andere allergenen bevatten.;['KOOLHYDRAATARM', 'VLEES', 'ZUIVELARM'];kokosmelk
1;be;5/18;Rendangcurry met rundvlees en wortel geserveerd met broccolirijst;20 tot 30 minuten;eenvoudig;Calorieën 823kcal, Vet 57.7g, Eiwit 40.7g, Koolhydraten 33.2g;gluten. Kan sporen van andere allergenen bevatten.;['KOOLHYDRAATARM', 'VLEES', 'ZUIVELARM'];runderbouillonpoeder
2;be;5/18;Rendangcurry met rundvlees en wortel geserveerd met broccolirijst;20 tot 30 minuten;eenvoudig;Calorieën 823kcal, Vet 57.7g, Eiwit 40.7g, Koolhydraten 33.2g;gluten. Kan sporen van andere allergenen bevatten.;['KOOLHYDRAATARM', 'VLEES', 'ZUIVELARM'];broccoli
3;be;5/18;Rendangcurry met rundvlees en wortel geserveerd met broccolirijst;20 tot 30 minuten;eenvoudig;Calorieën 823kcal, Vet 57.7g, Eiwit 40.7g, Koolhydraten 33.2g;gluten. Kan sporen van andere allergenen bevatten.;['KOOLHYDRAATARM', 'VLEES', 'ZUIVELARM'];tamarindepasta
4;be;5/18;Rendangcurry met rundvlees en wortel geserveerd met broccolirijst;20 tot 30 minuten;eenvoudig;Calorieën 823kcal, Vet 57.7g, Eiwit 40.7g, Koolhydraten 33.2g;gluten. Kan sporen van andere allergenen bevatten.;['KOOLHYDRAATARM', 'VLEES', 'ZUIVELARM'];biefblokjes
5;be;5/18;Rendangcurry met rundvlees en wortel geserveerd met broccolirijst;20 tot 30 minuten;eenvoudig;Calorieën 823kcal, Vet 57.7g, Eiwit 40.7g, Koolhydraten 33.2g;gluten. Kan sporen van andere allergenen bevatten.;['KOOLHYDRAATARM', 'VLEES', 'ZUIVELARM'];citroengras
6;be;5/18;Rendangcurry met rundvlees en wortel geserveerd met broccolirijst;20 tot 30 minuten;eenvoudig;Calorieën 823kcal, Vet 57.7g, Eiwit 40.7g, Koolhydraten 33.2g;gluten. Kan sporen van andere allergenen bevatten.;['KOOLHYDRAATARM', 'VLEES', 'ZUIVELARM'];wortel
7;be;5/18;Rendangcurry met rundvlees en wortel geserveerd met broccolirijst;20 tot 30 minuten;eenvoudig;Calorieën 823kcal, Vet 57.7g, Eiwit 40.7g, Koolhydraten 33.2g;gluten. Kan sporen van andere allergenen bevatten.;['KOOLHYDRAATARM', 'VLEES', 'ZUIVELARM'];knoflook
8;be;5/18;Rendangcurry met rundvlees en wortel geserveerd met broccolirijst;20 tot 30 minuten;eenvoudig;Calorieën 823kcal, Vet 57.7g, Eiwit 40.7g, Koolhydraten 33.2g;gluten. Kan sporen van andere allergenen bevatten.;['KOOLHYDRAATARM', 'VLEES', 'ZUIVELARM'];rode ui
0;be;5/18;Licht pikante paprikasoep en broodjes met guacamole;20 tot 30 minuten;eenvoudig;Calorieën 610kcal, Vet 36.6g, Eiwit 13.7g, Koolhydraten 49.7g;gluten. Kan sporen van andere allergenen bevatten.;['VEGAN', 'BINNEN 30 MIN.', 'KINDVRIENDELIJK', 'ZUIVELARM', 'GEZONDE KEUZE'];guacamole
1;be;5/18;Licht pikante paprikasoep en broodjes met guacamole;20 tot 30 minuten;eenvoudig;Calorieën 610kcal, Vet 36.6g, Eiwit 13.7g, Koolhydraten 49.7g;gluten. Kan sporen van andere allergenen bevatten.;['VEGAN', 'BINNEN 30 MIN.', 'KINDVRIENDELIJK', 'ZUIVELARM', 'GEZONDE KEUZE'];groentebouillonpoeder
2;be;5/18;Licht pikante paprikasoep en broodjes met guacamole;20 tot 30 minuten;eenvoudig;Calorieën 610kcal, Vet 36.6g, Eiwit 13.7g, Koolhydraten 49.7g;gluten. Kan sporen van andere allergenen bevatten.;['VEGAN', 'BINNEN 30 MIN.', 'KINDVRIENDELIJK', 'ZUIVELARM', 'GEZONDE KEUZE'];ui
3;be;5/18;Licht pikante paprikasoep en broodjes met guacamole;20 tot 30 minuten;eenvoudig;Calorieën 610kcal, Vet 36.6g, Eiwit 13.7g, Koolhydraten 49.7g;gluten. Kan sporen van andere allergenen bevatten.;['VEGAN', 'BINNEN 30 MIN.', 'KINDVRIENDELIJK', 'ZUIVELARM', 'GEZONDE KEUZE'];bruine baguette
4;be;5/18;Licht pikante paprikasoep en broodjes met guacamole;20 tot 30 minuten;eenvoudig;Calorieën 610kcal, Vet 36.6g, Eiwit 13.7g, Koolhydraten 49.7g;gluten. Kan sporen van andere allergenen bevatten.;['VEGAN', 'BINNEN 30 MIN.', 'KINDVRIENDELIJK', 'ZUIVELARM', 'GEZONDE KEUZE'];verse chilipeper
5;be;5/18;Licht pikante paprikasoep en broodjes met guacamole;20 tot 30 minuten;eenvoudig;Calorieën 610kcal, Vet 36.6g, Eiwit 13.7g, Koolhydraten 49.7g;gluten. Kan sporen van andere allergenen bevatten.;['VEGAN', 'BINNEN 30 MIN.', 'KINDVRIENDELIJK', 'ZUIVELARM', 'GEZONDE KEUZE'];knoflook
6;be;5/18;Licht pikante paprikasoep en broodjes met guacamole;20 tot 30 minuten;eenvoudig;Calorieën 610kcal, Vet 36.6g, Eiwit 13.7g, Koolhydraten 49.7g;gluten. Kan sporen van andere allergenen bevatten.;['VEGAN', 'BINNEN 30 MIN.', 'KINDVRIENDELIJK', 'ZUIVELARM', 'GEZONDE KEUZE'];verse kruidenmix: basilicum & tijm
7;be;5/18;Licht pikante paprikasoep en broodjes met guacamole;20 tot 30 minuten;eenvoudig;Calorieën 610kcal, Vet 36.6g, Eiwit 13.7g, Koolhydraten 49.7g;gluten. Kan sporen van andere allergenen bevatten.;['VEGAN', 'BINNEN 30 MIN.', 'KINDVRIENDELIJK', 'ZUIVELARM', 'GEZONDE KEUZE'];tomaten
8;be;5/18;Licht pikante paprikasoep en broodjes met guacamole;20 tot 30 minuten;eenvoudig;Calorieën 610kcal, Vet 36.6g, Eiwit 13.7g, Koolhydraten 49.7g;gluten. Kan sporen van andere allergenen bevatten.;['VEGAN', 'BINNEN 30 MIN.', 'KINDVRIENDELIJK', 'ZUIVELARM', 'GEZONDE KEUZE'];rode paprika
0;be;5/18;Grieks gekruide aardappeltjes met paprika, olijven en muntyoghurt;30 tot 40 minuten;eenvoudig;Calorieën 636kcal, Vet 31.8g, Eiwit 20.3g, Koolhydraten 64.2g;melk. Kan sporen van andere allergenen bevatten.;['GLUTENARM', 'KINDVRIENDELIJK', 'GEZONDE KEUZE'];zwarte olijven
1;be;5/18;Grieks gekruide aardappeltjes met paprika, olijven en muntyoghurt;30 tot 40 minuten;eenvoudig;Calorieën 636kcal, Vet 31.8g, Eiwit 20.3g, Koolhydraten 64.2g;melk. Kan sporen van andere allergenen bevatten.;['GLUTENARM', 'KINDVRIENDELIJK', 'GEZONDE KEUZE'];feta
2;be;5/18;Grieks gekruide aardappeltjes met paprika, olijven en muntyoghurt;30 tot 40 minuten;eenvoudig;Calorieën 636kcal, Vet 31.8g, Eiwit 20.3g, Koolhydraten 64.2g;melk. Kan sporen van andere allergenen bevatten.;['GLUTENARM', 'KINDVRIENDELIJK', 'GEZONDE KEUZE'];Provençaalse kruiden
3;be;5/18;Grieks gekruide aardappeltjes met paprika, olijven en muntyoghurt;30 tot 40 minuten;eenvoudig;Calorieën 636kcal, Vet 31.8g, Eiwit 20.3g, Koolhydraten 64.2g;melk. Kan sporen van andere allergenen bevatten.;['GLUTENARM', 'KINDVRIENDELIJK', 'GEZONDE KEUZE'];teen knoflook
4;be;5/18;Grieks gekruide aardappeltjes met paprika, olijven en muntyoghurt;30 tot 40 minuten;eenvoudig;Calorieën 636kcal, Vet 31.8g, Eiwit 20.3g, Koolhydraten 64.2g;melk. Kan sporen van andere allergenen bevatten.;['GLUTENARM', 'KINDVRIENDELIJK', 'GEZONDE KEUZE'];verse munt
5;be;5/18;Grieks gekruide aardappeltjes met paprika, olijven en muntyoghurt;30 tot 40 minuten;eenvoudig;Calorieën 636kcal, Vet 31.8g, Eiwit 20.3g, Koolhydraten 64.2g;melk. Kan sporen van andere allergenen bevatten.;['GLUTENARM', 'KINDVRIENDELIJK', 'GEZONDE KEUZE'];yoghurt van QARC
6;be;5/18;Grieks gekruide aardappeltjes met paprika, olijven en muntyoghurt;30 tot 40 minuten;eenvoudig;Calorieën 636kcal, Vet 31.8g, Eiwit 20.3g, Koolhydraten 64.2g;melk. Kan sporen van andere allergenen bevatten.;['GLUTENARM', 'KINDVRIENDELIJK', 'GEZONDE KEUZE'];citroen
7;be;5/18;Grieks gekruide aardappeltjes met paprika, olijven en muntyoghurt;30 tot 40 minuten;eenvoudig;Calorieën 636kcal, Vet 31.8g, Eiwit 20.3g, Koolhydraten 64.2g;melk. Kan sporen van andere allergenen bevatten.;['GLUTENARM', 'KINDVRIENDELIJK', 'GEZONDE KEUZE'];rode paprika
8;be;5/18;Grieks gekruide aardappeltjes met paprika, olijven en muntyoghurt;30 tot 40 minuten;eenvoudig;Calorieën 636kcal, Vet 31.8g, Eiwit 20.3g, Koolhydraten 64.2g;melk. Kan sporen van andere allergenen bevatten.;['GLUTENARM', 'KINDVRIENDELIJK', 'GEZONDE KEUZE'];rode ui
9;be;5/18;Grieks gekruide aardappeltjes met paprika, olijven en muntyoghurt;30 tot 40 minuten;eenvoudig;Calorieën 636kcal, Vet 31.8g, Eiwit 20.3g, Koolhydraten 64.2g;melk. Kan sporen van andere allergenen bevatten.;['GLUTENARM', 'KINDVRIENDELIJK', 'GEZONDE KEUZE'];vastkokende aardappels
10;be;5/18;Grieks gekruide aardappeltjes met paprika, olijven en muntyoghurt;30 tot 40 minuten;eenvoudig;Calorieën 636kcal, Vet 31.8g, Eiwit 20.3g, Koolhydraten 64.2g;melk. Kan sporen van andere allergenen bevatten.;['GLUTENARM', 'KINDVRIENDELIJK', 'GEZONDE KEUZE'];aubergine
0;be;5/18;Japchae met tijgergarnalen en gewokte champignons met noedels;20 tot 30 minuten;eenvoudig;Calorieën 690kcal, Vet 16.3g, Eiwit 45.0g, Koolhydraten 86.0g;Sesamzaad, gluten, Soja en schaaldieren. Kan sporen van andere allergenen bevatten.;['BINNEN 30 MIN.', 'ZEEVRUCHTEN', 'ZUIVELARM'];sesamolie
1;be;5/18;Japchae met tijgergarnalen en gewokte champignons met noedels;20 tot 30 minuten;eenvoudig;Calorieën 690kcal, Vet 16.3g, Eiwit 45.0g, Koolhydraten 86.0g;Sesamzaad, gluten, Soja en schaaldieren. Kan sporen van andere allergenen bevatten.;['BINNEN 30 MIN.', 'ZEEVRUCHTEN', 'ZUIVELARM'];witte sesam
2;be;5/18;Japchae met tijgergarnalen en gewokte champignons met noedels;20 tot 30 minuten;eenvoudig;Calorieën 690kcal, Vet 16.3g, Eiwit 45.0g, Koolhydraten 86.0g;Sesamzaad, gluten, Soja en schaaldieren. Kan sporen van andere allergenen bevatten.;['BINNEN 30 MIN.', 'ZEEVRUCHTEN', 'ZUIVELARM'];zakje sojasaus
3;be;5/18;Japchae met tijgergarnalen en gewokte champignons met noedels;20 tot 30 minuten;eenvoudig;Calorieën 690kcal, Vet 16.3g, Eiwit 45.0g, Koolhydraten 86.0g;Sesamzaad, gluten, Soja en schaaldieren. Kan sporen van andere allergenen bevatten.;['BINNEN 30 MIN.', 'ZEEVRUCHTEN', 'ZUIVELARM'];tijgergarnalen
4;be;5/18;Japchae met tijgergarnalen en gewokte champignons met noedels;20 tot 30 minuten;eenvoudig;Calorieën 690kcal, Vet 16.3g, Eiwit 45.0g, Koolhydraten 86.0g;Sesamzaad, gluten, Soja en schaaldieren. Kan sporen van andere allergenen bevatten.;['BINNEN 30 MIN.', 'ZEEVRUCHTEN', 'ZUIVELARM'];noedels
5;be;5/18;Japchae met tijgergarnalen en gewokte champignons met noedels;20 tot 30 minuten;eenvoudig;Calorieën 690kcal, Vet 16.3g, Eiwit 45.0g, Koolhydraten 86.0g;Sesamzaad, gluten, Soja en schaaldieren. Kan sporen van andere allergenen bevatten.;['BINNEN 30 MIN.', 'ZEEVRUCHTEN', 'ZUIVELARM'];bosui
6;be;5/18;Japchae met tijgergarnalen en gewokte champignons met noedels;20 tot 30 minuten;eenvoudig;Calorieën 690kcal, Vet 16.3g, Eiwit 45.0g, Koolhydraten 86.0g;Sesamzaad, gluten, Soja en schaaldieren. Kan sporen van andere allergenen bevatten.;['BINNEN 30 MIN.', 'ZEEVRUCHTEN', 'ZUIVELARM'];wortel
7;be;5/18;Japchae met tijgergarnalen en gewokte champignons met noedels;20 tot 30 minuten;eenvoudig;Calorieën 690kcal, Vet 16.3g, Eiwit 45.0g, Koolhydraten 86.0g;Sesamzaad, gluten, Soja en schaaldieren. Kan sporen van andere allergenen bevatten.;['BINNEN 30 MIN.', 'ZEEVRUCHTEN', 'ZUIVELARM'];rode paprika
8;be;5/18;Japchae met tijgergarnalen en gewokte champignons met noedels;20 tot 30 minuten;eenvoudig;Calorieën 690kcal, Vet 16.3g, Eiwit 45.0g, Koolhydraten 86.0g;Sesamzaad, gluten, Soja en schaaldieren. Kan sporen van andere allergenen bevatten.;['BINNEN 30 MIN.', 'ZEEVRUCHTEN', 'ZUIVELARM'];champignons
9;be;5/18;Japchae met tijgergarnalen en gewokte champignons met noedels;20 tot 30 minuten;eenvoudig;Calorieën 690kcal, Vet 16.3g, Eiwit 45.0g, Koolhydraten 86.0g;Sesamzaad, gluten, Soja en schaaldieren. Kan sporen van andere allergenen bevatten.;['BINNEN 30 MIN.', 'ZEEVRUCHTEN', 'ZUIVELARM'];teen knoflook
10;be;5/18;Japchae met tijgergarnalen en gewokte champignons met noedels;20 tot 30 minuten;eenvoudig;Calorieën 690kcal, Vet 16.3g, Eiwit 45.0g, Koolhydraten 86.0g;Sesamzaad, gluten, Soja en schaaldieren. Kan sporen van andere allergenen bevatten.;['BINNEN 30 MIN.', 'ZEEVRUCHTEN', 'ZUIVELARM'];rode ui
0;be;5/18;Vlotte Thaise gehaktsalade met sperziebonen en sushirijst;15 tot 20 minuten;eenvoudig;Calorieën 873kcal, Vet 32.1g, Eiwit 33.5g, Koolhydraten 109.1g;Kan sporen van allergenen bevatten.;['GLUTENARM', 'BINNEN 30 MIN.', 'VLEES', 'ZUIVELARM', ''];zoete chilisaus
1;be;5/18;Vlotte Thaise gehaktsalade met sperziebonen en sushirijst;15 tot 20 minuten;eenvoudig;Calorieën 873kcal, Vet 32.1g, Eiwit 33.5g, Koolhydraten 109.1g;Kan sporen van allergenen bevatten.;['GLUTENARM', 'BINNEN 30 MIN.', 'VLEES', 'ZUIVELARM', ''];limoen
2;be;5/18;Vlotte Thaise gehaktsalade met sperziebonen en sushirijst;15 tot 20 minuten;eenvoudig;Calorieën 873kcal, Vet 32.1g, Eiwit 33.5g, Koolhydraten 109.1g;Kan sporen van allergenen bevatten.;['GLUTENARM', 'BINNEN 30 MIN.', 'VLEES', 'ZUIVELARM', ''];verse kruidenmix: koriander & munt
3;be;5/18;Vlotte Thaise gehaktsalade met sperziebonen en sushirijst;15 tot 20 minuten;eenvoudig;Calorieën 873kcal, Vet 32.1g, Eiwit 33.5g, Koolhydraten 109.1g;Kan sporen van allergenen bevatten.;['GLUTENARM', 'BINNEN 30 MIN.', 'VLEES', 'ZUIVELARM', ''];varkensgehakt
4;be;5/18;Vlotte Thaise gehaktsalade met sperziebonen en sushirijst;15 tot 20 minuten;eenvoudig;Calorieën 873kcal, Vet 32.1g, Eiwit 33.5g, Koolhydraten 109.1g;Kan sporen van allergenen bevatten.;['GLUTENARM', 'BINNEN 30 MIN.', 'VLEES', 'ZUIVELARM', ''];kippenbouillonpoeder
5;be;5/18;Vlotte Thaise gehaktsalade met sperziebonen en sushirijst;15 tot 20 minuten;eenvoudig;Calorieën 873kcal, Vet 32.1g, Eiwit 33.5g, Koolhydraten 109.1g;Kan sporen van allergenen bevatten.;['GLUTENARM', 'BINNEN 30 MIN.', 'VLEES', 'ZUIVELARM', ''];citroengras
6;be;5/18;Vlotte Thaise gehaktsalade met sperziebonen en sushirijst;15 tot 20 minuten;eenvoudig;Calorieën 873kcal, Vet 32.1g, Eiwit 33.5g, Koolhydraten 109.1g;Kan sporen van allergenen bevatten.;['GLUTENARM', 'BINNEN 30 MIN.', 'VLEES', 'ZUIVELARM', ''];wortel
7;be;5/18;Vlotte Thaise gehaktsalade met sperziebonen en sushirijst;15 tot 20 minuten;eenvoudig;Calorieën 873kcal, Vet 32.1g, Eiwit 33.5g, Koolhydraten 109.1g;Kan sporen van allergenen bevatten.;['GLUTENARM', 'BINNEN 30 MIN.', 'VLEES', 'ZUIVELARM', ''];vers chilipepertje
8;be;5/18;Vlotte Thaise gehaktsalade met sperziebonen en sushirijst;15 tot 20 minuten;eenvoudig;Calorieën 873kcal, Vet 32.1g, Eiwit 33.5g, Koolhydraten 109.1g;Kan sporen van allergenen bevatten.;['GLUTENARM', 'BINNEN 30 MIN.', 'VLEES', 'ZUIVELARM', ''];sjalotje
9;be;5/18;Vlotte Thaise gehaktsalade met sperziebonen en sushirijst;15 tot 20 minuten;eenvoudig;Calorieën 873kcal, Vet 32.1g, Eiwit 33.5g, Koolhydraten 109.1g;Kan sporen van allergenen bevatten.;['GLUTENARM', 'BINNEN 30 MIN.', 'VLEES', 'ZUIVELARM', ''];sperziebonen
10;be;5/18;Vlotte Thaise gehaktsalade met sperziebonen en sushirijst;15 tot 20 minuten;eenvoudig;Calorieën 873kcal, Vet 32.1g, Eiwit 33.5g, Koolhydraten 109.1g;Kan sporen van allergenen bevatten.;['GLUTENARM', 'BINNEN 30 MIN.', 'VLEES', 'ZUIVELARM', ''];sushirijst
0;be;5/18;Cheeseburger van varkensvlees met gekarameliseerde ui en pimentónfriet;30 tot 40 minuten;eenvoudig;Calorieën 1095kcal, Vet 59.1g, Eiwit 42.0g, Koolhydraten 94.5g;selderij, mosterd, Eieren, gluten, melk en Sesamzaad. Kan sporen van andere allergenen bevatten.;['VLEES', 'KINDVRIENDELIJK'];BBQ-saus
1;be;5/18;Cheeseburger van varkensvlees met gekarameliseerde ui en pimentónfriet;30 tot 40 minuten;eenvoudig;Calorieën 1095kcal, Vet 59.1g, Eiwit 42.0g, Koolhydraten 94.5g;selderij, mosterd, Eieren, gluten, melk en Sesamzaad. Kan sporen van andere allergenen bevatten.;['VLEES', 'KINDVRIENDELIJK'];mayonaise
2;be;5/18;Cheeseburger van varkensvlees met gekarameliseerde ui en pimentónfriet;30 tot 40 minuten;eenvoudig;Calorieën 1095kcal, Vet 59.1g, Eiwit 42.0g, Koolhydraten 94.5g;selderij, mosterd, Eieren, gluten, melk en Sesamzaad. Kan sporen van andere allergenen bevatten.;['VLEES', 'KINDVRIENDELIJK'];burgerbroodjes
3;be;5/18;Cheeseburger van varkensvlees met gekarameliseerde ui en pimentónfriet;30 tot 40 minuten;eenvoudig;Calorieën 1095kcal, Vet 59.1g, Eiwit 42.0g, Koolhydraten 94.5g;selderij, mosterd, Eieren, gluten, melk en Sesamzaad. Kan sporen van andere allergenen bevatten.;['VLEES', 'KINDVRIENDELIJK'];geraspte jong belegen kaas
4;be;5/18;Cheeseburger van varkensvlees met gekarameliseerde ui en pimentónfriet;30 tot 40 minuten;eenvoudig;Calorieën 1095kcal, Vet 59.1g, Eiwit 42.0g, Koolhydraten 94.5g;selderij, mosterd, Eieren, gluten, melk en Sesamzaad. Kan sporen van andere allergenen bevatten.;['VLEES', 'KINDVRIENDELIJK'];varkensgehakt
5;be;5/18;Cheeseburger van varkensvlees met gekarameliseerde ui en pimentónfriet;30 tot 40 minuten;eenvoudig;Calorieën 1095kcal, Vet 59.1g, Eiwit 42.0g, Koolhydraten 94.5g;selderij, mosterd, Eieren, gluten, melk en Sesamzaad. Kan sporen van andere allergenen bevatten.;['VLEES', 'KINDVRIENDELIJK'];rode ui
6;be;5/18;Cheeseburger van varkensvlees met gekarameliseerde ui en pimentónfriet;30 tot 40 minuten;eenvoudig;Calorieën 1095kcal, Vet 59.1g, Eiwit 42.0g, Koolhydraten 94.5g;selderij, mosterd, Eieren, gluten, melk en Sesamzaad. Kan sporen van andere allergenen bevatten.;['VLEES', 'KINDVRIENDELIJK'];tomaat
7;be;5/18;Cheeseburger van varkensvlees met gekarameliseerde ui en pimentónfriet;30 tot 40 minuten;eenvoudig;Calorieën 1095kcal, Vet 59.1g, Eiwit 42.0g, Koolhydraten 94.5g;selderij, mosterd, Eieren, gluten, melk en Sesamzaad. Kan sporen van andere allergenen bevatten.;['VLEES', 'KINDVRIENDELIJK'];ijsbergsla
8;be;5/18;Cheeseburger van varkensvlees met gekarameliseerde ui en pimentónfriet;30 tot 40 minuten;eenvoudig;Calorieën 1095kcal, Vet 59.1g, Eiwit 42.0g, Koolhydraten 94.5g;selderij, mosterd, Eieren, gluten, melk en Sesamzaad. Kan sporen van andere allergenen bevatten.;['VLEES', 'KINDVRIENDELIJK'];gerookt paprikapoeder
9;be;5/18;Cheeseburger van varkensvlees met gekarameliseerde ui en pimentónfriet;30 tot 40 minuten;eenvoudig;Calorieën 1095kcal, Vet 59.1g, Eiwit 42.0g, Koolhydraten 94.5g;selderij, mosterd, Eieren, gluten, melk en Sesamzaad. Kan sporen van andere allergenen bevatten.;['VLEES', 'KINDVRIENDELIJK'];kruimige aardappels
0;be;5/18;Rodebietensalade met gerookte zalm en appel met mieriksworteldip;20 tot 30 minuten;eenvoudig;Calorieën 537kcal, Vet 26.0g, Eiwit 35.2g, Koolhydraten 32.8g;vis en melk. Kan sporen van andere allergenen bevatten.;['GLUTENARM', 'BINNEN 30 MIN.', 'KOOLHYDRAATARM', 'VIS', 'GEZONDE KEUZE'];gerookte zalmfilet
1;be;5/18;Rodebietensalade met gerookte zalm en appel met mieriksworteldip;20 tot 30 minuten;eenvoudig;Calorieën 537kcal, Vet 26.0g, Eiwit 35.2g, Koolhydraten 32.8g;vis en melk. Kan sporen van andere allergenen bevatten.;['GLUTENARM', 'BINNEN 30 MIN.', 'KOOLHYDRAATARM', 'VIS', 'GEZONDE KEUZE'];lobbige yoghurt
2;be;5/18;Rodebietensalade met gerookte zalm en appel met mieriksworteldip;20 tot 30 minuten;eenvoudig;Calorieën 537kcal, Vet 26.0g, Eiwit 35.2g, Koolhydraten 32.8g;vis en melk. Kan sporen van andere allergenen bevatten.;['GLUTENARM', 'BINNEN 30 MIN.', 'KOOLHYDRAATARM', 'VIS', 'GEZONDE KEUZE'];verse mierikswortel
3;be;5/18;Rodebietensalade met gerookte zalm en appel met mieriksworteldip;20 tot 30 minuten;eenvoudig;Calorieën 537kcal, Vet 26.0g, Eiwit 35.2g, Koolhydraten 32.8g;vis en melk. Kan sporen van andere allergenen bevatten.;['GLUTENARM', 'BINNEN 30 MIN.', 'KOOLHYDRAATARM', 'VIS', 'GEZONDE KEUZE'];botersla
4;be;5/18;Rodebietensalade met gerookte zalm en appel met mieriksworteldip;20 tot 30 minuten;eenvoudig;Calorieën 537kcal, Vet 26.0g, Eiwit 35.2g, Koolhydraten 32.8g;vis en melk. Kan sporen van andere allergenen bevatten.;['GLUTENARM', 'BINNEN 30 MIN.', 'KOOLHYDRAATARM', 'VIS', 'GEZONDE KEUZE'];voorgekookte rode bieten
5;be;5/18;Rodebietensalade met gerookte zalm en appel met mieriksworteldip;20 tot 30 minuten;eenvoudig;Calorieën 537kcal, Vet 26.0g, Eiwit 35.2g, Koolhydraten 32.8g;vis en melk. Kan sporen van andere allergenen bevatten.;['GLUTENARM', 'BINNEN 30 MIN.', 'KOOLHYDRAATARM', 'VIS', 'GEZONDE KEUZE'];verse dille
6;be;5/18;Rodebietensalade met gerookte zalm en appel met mieriksworteldip;20 tot 30 minuten;eenvoudig;Calorieën 537kcal, Vet 26.0g, Eiwit 35.2g, Koolhydraten 32.8g;vis en melk. Kan sporen van andere allergenen bevatten.;['GLUTENARM', 'BINNEN 30 MIN.', 'KOOLHYDRAATARM', 'VIS', 'GEZONDE KEUZE'];citroen
7;be;5/18;Rodebietensalade met gerookte zalm en appel met mieriksworteldip;20 tot 30 minuten;eenvoudig;Calorieën 537kcal, Vet 26.0g, Eiwit 35.2g, Koolhydraten 32.8g;vis en melk. Kan sporen van andere allergenen bevatten.;['GLUTENARM', 'BINNEN 30 MIN.', 'KOOLHYDRAATARM', 'VIS', 'GEZONDE KEUZE'];appel
8;be;5/18;Rodebietensalade met gerookte zalm en appel met mieriksworteldip;20 tot 30 minuten;eenvoudig;Calorieën 537kcal, Vet 26.0g, Eiwit 35.2g, Koolhydraten 32.8g;vis en melk. Kan sporen van andere allergenen bevatten.;['GLUTENARM', 'BINNEN 30 MIN.', 'KOOLHYDRAATARM', 'VIS', 'GEZONDE KEUZE'];ui
0;dk;5/18;Asiatisk inspireret sursød kylling med sprødfriske grøntsager og ananas;30-40 minutter;Nemt;Kalorier 681kcal, Fedt 10.3g, Proteiner 47.6g, Kulhydrater 93.1g;Gluten og Soja. Kan indeholde spor af andre allergener;['STÆRK', 'FJERKRÆ', 'UDEN MEJERIPRODUKTER'];Ananas på dåse
1;dk;5/18;Asiatisk inspireret sursød kylling med sprødfriske grøntsager og ananas;30-40 minutter;Nemt;Kalorier 681kcal, Fedt 10.3g, Proteiner 47.6g, Kulhydrater 93.1g;Gluten og Soja. Kan indeholde spor af andre allergener;['STÆRK', 'FJERKRÆ', 'UDEN MEJERIPRODUKTER'];Sød chilisauce
2;dk;5/18;Asiatisk inspireret sursød kylling med sprødfriske grøntsager og ananas;30-40 minutter;Nemt;Kalorier 681kcal, Fedt 10.3g, Proteiner 47.6g, Kulhydrater 93.1g;Gluten og Soja. Kan indeholde spor af andre allergener;['STÆRK', 'FJERKRÆ', 'UDEN MEJERIPRODUKTER'];Sojasauce
