;domain;date;name;serving_time;level;nutrition;allergens;tags;ingredient
1;de;5/18;Hähnchen-Schawarma im Vollkornpitabrot mit Gurkenjoghurt und Tomatensalat;20 bis 30 Minuten;einfach;Kalorien 545kcal, Fett 20.3g, Eiweiß 42.2g, Kohlenhydrate 42.3g;Gluten und Milch. Kann Spuren von anderen Allergenen enthalten.;['UNTER 30MIN.', 'GEFLÜGEL', 'FAMILIENFREUNDLICH', 'FIT & GESUND'];Vollkornpitabrot
2;de;5/18;Hähnchen-Schawarma im Vollkornpitabrot mit Gurkenjoghurt und Tomatensalat;20 bis 30 Minuten;einfach;Kalorien 545kcal, Fett 20.3g, Eiweiß 42.2g, Kohlenhydrate 42.3g;Gluten und Milch. Kann Spuren von anderen Allergenen enthalten.;['UNTER 30MIN.', 'GEFLÜGEL', 'FAMILIENFREUNDLICH', 'FIT & GESUND'];Knoblauch
3;de;5/18;Hähnchen-Schawarma im Vollkornpitabrot mit Gurkenjoghurt und Tomatensalat;20 bis 30 Minuten;einfach;Kalorien 545kcal, Fett 20.3g, Eiweiß 42.2g, Kohlenhydrate 42.3g;Gluten und Milch. Kann Spuren von anderen Allergenen enthalten.;['UNTER 30MIN.', 'GEFLÜGEL', 'FAMILIENFREUNDLICH', 'FIT & GESUND'];Rote Zwiebel
4;de;5/18;Hähnchen-Schawarma im Vollkornpitabrot mit Gurkenjoghurt und Tomatensalat;20 bis 30 Minuten;einfach;Kalorien 545kcal, Fett 20.3g, Eiweiß 42.2g, Kohlenhydrate 42.3g;Gluten und Milch. Kann Spuren von anderen Allergenen enthalten.;['UNTER 30MIN.', 'GEFLÜGEL', 'FAMILIENFREUNDLICH', 'FIT & GESUND'];Joghurt
5;de;5/18;Hähnchen-Schawarma im Vollkornpitabrot mit Gurkenjoghurt und Tomatensalat;20 bis 30 Minuten;einfach;Kalorien 545kcal, Fett 20.3g, Eiweiß 42.2g, Kohlenhydrate 42.3g;Gluten und Milch. Kann Spuren von anderen Allergenen enthalten.;['UNTER 30MIN.', 'GEFLÜGEL', 'FAMILIENFREUNDLICH', 'FIT & GESUND'];Frische Petersilie & Minze
6;de;5/18;Hähnchen-Schawarma im Vollkornpitabrot mit Gurkenjoghurt und Tomatensalat;20 bis 30 Minuten;einfach;Kalorien 545kcal, Fett 20.3g, Eiweiß 42.2g, Kohlenhydrate 42.3g;Gluten und Milch. Kann Spuren von anderen Allergenen enthalten.;['UNTER 30MIN.', 'GEFLÜGEL', 'FAMILIENFREUNDLICH', 'FIT & GESUND'];Minigurke
7;de;5/18;Hähnchen-Schawarma im Vollkornpitabrot mit Gurkenjoghurt und Tomatensalat;20 bis 30 Minuten;einfach;Kalorien 545kcal, Fett 20.3g, Eiweiß 42.2g, Kohlenhydrate 42.3g;Gluten und Milch. Kann Spuren von anderen Allergenen enthalten.;['UNTER 30MIN.', 'GEFLÜGEL', 'FAMILIENFREUNDLICH', 'FIT & GESUND'];Schawarma-Gewürzmischung
8;de;5/18;Hähnchen-Schawarma im Vollkornpitabrot mit Gurkenjoghurt und Tomatensalat;20 bis 30 Minuten;einfach;Kalorien 545kcal, Fett 20.3g, Eiweiß 42.2g, Kohlenhydrate 42.3g;Gluten und Milch. Kann Spuren von anderen Allergenen enthalten.;['UNTER 30MIN.', 'GEFLÜGEL', 'FAMILIENFREUNDLICH', 'FIT & GESUND'];Hähnchenbrustfilet
0;de;5/18;Koreanische Schweinehackbällchen mit Reis und scharfem Karottensalat;30 bis 40 Minuten;einfach;Kalorien 862kcal, Fett 39.3g, Eiweiß 35.1g, Kohlenhydrate 84.3g;Sesamsamen, Gluten und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'FLEISCH', 'OHNE MILCHPRODUKTE'];Rote Zwiebel
1;de;5/18;Koreanische Schweinehackbällchen mit Reis und scharfem Karottensalat;30 bis 40 Minuten;einfach;Kalorien 862kcal, Fett 39.3g, Eiweiß 35.1g, Kohlenhydrate 84.3g;Sesamsamen, Gluten und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'FLEISCH', 'OHNE MILCHPRODUKTE'];Rote Paprika
2;de;5/18;Koreanische Schweinehackbällchen mit Reis und scharfem Karottensalat;30 bis 40 Minuten;einfach;Kalorien 862kcal, Fett 39.3g, Eiweiß 35.1g, Kohlenhydrate 84.3g;Sesamsamen, Gluten und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'FLEISCH', 'OHNE MILCHPRODUKTE'];Sesam
3;de;5/18;Koreanische Schweinehackbällchen mit Reis und scharfem Karottensalat;30 bis 40 Minuten;einfach;Kalorien 862kcal, Fett 39.3g, Eiweiß 35.1g, Kohlenhydrate 84.3g;Sesamsamen, Gluten und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'FLEISCH', 'OHNE MILCHPRODUKTE'];Schweinehackfleisch
4;de;5/18;Koreanische Schweinehackbällchen mit Reis und scharfem Karottensalat;30 bis 40 Minuten;einfach;Kalorien 862kcal, Fett 39.3g, Eiweiß 35.1g, Kohlenhydrate 84.3g;Sesamsamen, Gluten und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'FLEISCH', 'OHNE MILCHPRODUKTE'];Frischer Schnittlauch
5;de;5/18;Koreanische Schweinehackbällchen mit Reis und scharfem Karottensalat;30 bis 40 Minuten;einfach;Kalorien 862kcal, Fett 39.3g, Eiweiß 35.1g, Kohlenhydrate 84.3g;Sesamsamen, Gluten und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'FLEISCH', 'OHNE MILCHPRODUKTE'];Basmatireis
6;de;5/18;Koreanische Schweinehackbällchen mit Reis und scharfem Karottensalat;30 bis 40 Minuten;einfach;Kalorien 862kcal, Fett 39.3g, Eiweiß 35.1g, Kohlenhydrate 84.3g;Sesamsamen, Gluten und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'FLEISCH', 'OHNE MILCHPRODUKTE'];Geröstetes Sesamöl
7;de;5/18;Koreanische Schweinehackbällchen mit Reis und scharfem Karottensalat;30 bis 40 Minuten;einfach;Kalorien 862kcal, Fett 39.3g, Eiweiß 35.1g, Kohlenhydrate 84.3g;Sesamsamen, Gluten und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'FLEISCH', 'OHNE MILCHPRODUKTE'];Sriracha-Sauce
8;de;5/18;Koreanische Schweinehackbällchen mit Reis und scharfem Karottensalat;30 bis 40 Minuten;einfach;Kalorien 862kcal, Fett 39.3g, Eiweiß 35.1g, Kohlenhydrate 84.3g;Sesamsamen, Gluten und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'FLEISCH', 'OHNE MILCHPRODUKTE'];Reisessig
9;de;5/18;Koreanische Schweinehackbällchen mit Reis und scharfem Karottensalat;30 bis 40 Minuten;einfach;Kalorien 862kcal, Fett 39.3g, Eiweiß 35.1g, Kohlenhydrate 84.3g;Sesamsamen, Gluten und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'FLEISCH', 'OHNE MILCHPRODUKTE'];Sojasauce
10;de;5/18;Koreanische Schweinehackbällchen mit Reis und scharfem Karottensalat;30 bis 40 Minuten;einfach;Kalorien 862kcal, Fett 39.3g, Eiweiß 35.1g, Kohlenhydrate 84.3g;Sesamsamen, Gluten und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'FLEISCH', 'OHNE MILCHPRODUKTE'];Knoblauch
11;de;5/18;Koreanische Schweinehackbällchen mit Reis und scharfem Karottensalat;30 bis 40 Minuten;einfach;Kalorien 862kcal, Fett 39.3g, Eiweiß 35.1g, Kohlenhydrate 84.3g;Sesamsamen, Gluten und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['SCHARF', 'FLEISCH', 'OHNE MILCHPRODUKTE'];Karotte
0;de;5/18;Halloumi-Burger mit Pommes und pikantem Paprika-Chili-Ketchup;30 bis 40 Minuten;einfach;Kalorien 1008kcal, Fett 45.9g, Eiweiß 41.4g, Kohlenhydrate 100.9g;Eier, Gluten, Milch und Sesamsamen. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'FAMILIENFREUNDLICH'];Minigurke
1;de;5/18;Halloumi-Burger mit Pommes und pikantem Paprika-Chili-Ketchup;30 bis 40 Minuten;einfach;Kalorien 1008kcal, Fett 45.9g, Eiweiß 41.4g, Kohlenhydrate 100.9g;Eier, Gluten, Milch und Sesamsamen. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'FAMILIENFREUNDLICH'];Burgerbrötchen mit Sesam
2;de;5/18;Halloumi-Burger mit Pommes und pikantem Paprika-Chili-Ketchup;30 bis 40 Minuten;einfach;Kalorien 1008kcal, Fett 45.9g, Eiweiß 41.4g, Kohlenhydrate 100.9g;Eier, Gluten, Milch und Sesamsamen. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'FAMILIENFREUNDLICH'];Halloumi
3;de;5/18;Halloumi-Burger mit Pommes und pikantem Paprika-Chili-Ketchup;30 bis 40 Minuten;einfach;Kalorien 1008kcal, Fett 45.9g, Eiweiß 41.4g, Kohlenhydrate 100.9g;Eier, Gluten, Milch und Sesamsamen. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'FAMILIENFREUNDLICH'];Rote Jalapeño-Chilischote
4;de;5/18;Halloumi-Burger mit Pommes und pikantem Paprika-Chili-Ketchup;30 bis 40 Minuten;einfach;Kalorien 1008kcal, Fett 45.9g, Eiweiß 41.4g, Kohlenhydrate 100.9g;Eier, Gluten, Milch und Sesamsamen. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'FAMILIENFREUNDLICH'];Festkochende Kartoffeln
5;de;5/18;Halloumi-Burger mit Pommes und pikantem Paprika-Chili-Ketchup;30 bis 40 Minuten;einfach;Kalorien 1008kcal, Fett 45.9g, Eiweiß 41.4g, Kohlenhydrate 100.9g;Eier, Gluten, Milch und Sesamsamen. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'FAMILIENFREUNDLICH'];Tomate
6;de;5/18;Halloumi-Burger mit Pommes und pikantem Paprika-Chili-Ketchup;30 bis 40 Minuten;einfach;Kalorien 1008kcal, Fett 45.9g, Eiweiß 41.4g, Kohlenhydrate 100.9g;Eier, Gluten, Milch und Sesamsamen. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'FAMILIENFREUNDLICH'];Zwiebel
7;de;5/18;Halloumi-Burger mit Pommes und pikantem Paprika-Chili-Ketchup;30 bis 40 Minuten;einfach;Kalorien 1008kcal, Fett 45.9g, Eiweiß 41.4g, Kohlenhydrate 100.9g;Eier, Gluten, Milch und Sesamsamen. Kann Spuren von anderen Allergenen enthalten.;['VEGETARISCH', 'FAMILIENFREUNDLICH'];Rote Paprika
0;de;5/18;Hähnchen im Speckmantel auf Pasta mit Petersilienpesto;30 bis 40 Minuten;einfach;Kalorien 970kcal, Fett 37.2g, Eiweiß 64.3g, Kohlenhydrate 92.5g;Milch und Gluten. Kann Spuren von anderen Allergenen enthalten.;['FLEISCH', 'GEFLÜGEL', 'FAMILIENFREUNDLICH'];„Alles im Grünen“-Gewürzmischung
1;de;5/18;Hähnchen im Speckmantel auf Pasta mit Petersilienpesto;30 bis 40 Minuten;einfach;Kalorien 970kcal, Fett 37.2g, Eiweiß 64.3g, Kohlenhydrate 92.5g;Milch und Gluten. Kann Spuren von anderen Allergenen enthalten.;['FLEISCH', 'GEFLÜGEL', 'FAMILIENFREUNDLICH'];Frische Petersilie
2;de;5/18;Hähnchen im Speckmantel auf Pasta mit Petersilienpesto;30 bis 40 Minuten;einfach;Kalorien 970kcal, Fett 37.2g, Eiweiß 64.3g, Kohlenhydrate 92.5g;Milch und Gluten. Kann Spuren von anderen Allergenen enthalten.;['FLEISCH', 'GEFLÜGEL', 'FAMILIENFREUNDLICH'];Hartkäse
3;de;5/18;Hähnchen im Speckmantel auf Pasta mit Petersilienpesto;30 bis 40 Minuten;einfach;Kalorien 970kcal, Fett 37.2g, Eiweiß 64.3g, Kohlenhydrate 92.5g;Milch und Gluten. Kann Spuren von anderen Allergenen enthalten.;['FLEISCH', 'GEFLÜGEL', 'FAMILIENFREUNDLICH'];Tagliatelle
4;de;5/18;Hähnchen im Speckmantel auf Pasta mit Petersilienpesto;30 bis 40 Minuten;einfach;Kalorien 970kcal, Fett 37.2g, Eiweiß 64.3g, Kohlenhydrate 92.5g;Milch und Gluten. Kann Spuren von anderen Allergenen enthalten.;['FLEISCH', 'GEFLÜGEL', 'FAMILIENFREUNDLICH'];Schaschlik-Holzspieße
5;de;5/18;Hähnchen im Speckmantel auf Pasta mit Petersilienpesto;30 bis 40 Minuten;einfach;Kalorien 970kcal, Fett 37.2g, Eiweiß 64.3g, Kohlenhydrate 92.5g;Milch und Gluten. Kann Spuren von anderen Allergenen enthalten.;['FLEISCH', 'GEFLÜGEL', 'FAMILIENFREUNDLICH'];Baconscheiben
6;de;5/18;Hähnchen im Speckmantel auf Pasta mit Petersilienpesto;30 bis 40 Minuten;einfach;Kalorien 970kcal, Fett 37.2g, Eiweiß 64.3g, Kohlenhydrate 92.5g;Milch und Gluten. Kann Spuren von anderen Allergenen enthalten.;['FLEISCH', 'GEFLÜGEL', 'FAMILIENFREUNDLICH'];Hähnchenbrustfilet
0;de;5/18;Süßkartoffel-Tamarinden-Curry mit Kokosmilch und Erdnüssen;30 bis 40 Minuten;einfach;Kalorien 980kcal, Fett 45.5g, Eiweiß 22.2g, Kohlenhydrate 118.0g;Erdnüsse und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['VEGAN', 'GLUTENARM', 'OHNE MILCHPRODUKTE'];Babyspinat
1;de;5/18;Süßkartoffel-Tamarinden-Curry mit Kokosmilch und Erdnüssen;30 bis 40 Minuten;einfach;Kalorien 980kcal, Fett 45.5g, Eiweiß 22.2g, Kohlenhydrate 118.0g;Erdnüsse und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['VEGAN', 'GLUTENARM', 'OHNE MILCHPRODUKTE'];Tamarindenpaste
2;de;5/18;Süßkartoffel-Tamarinden-Curry mit Kokosmilch und Erdnüssen;30 bis 40 Minuten;einfach;Kalorien 980kcal, Fett 45.5g, Eiweiß 22.2g, Kohlenhydrate 118.0g;Erdnüsse und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['VEGAN', 'GLUTENARM', 'OHNE MILCHPRODUKTE'];Erdnüsse, geröstet und gesalzen
3;de;5/18;Süßkartoffel-Tamarinden-Curry mit Kokosmilch und Erdnüssen;30 bis 40 Minuten;einfach;Kalorien 980kcal, Fett 45.5g, Eiweiß 22.2g, Kohlenhydrate 118.0g;Erdnüsse und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['VEGAN', 'GLUTENARM', 'OHNE MILCHPRODUKTE'];Basmatireis
4;de;5/18;Süßkartoffel-Tamarinden-Curry mit Kokosmilch und Erdnüssen;30 bis 40 Minuten;einfach;Kalorien 980kcal, Fett 45.5g, Eiweiß 22.2g, Kohlenhydrate 118.0g;Erdnüsse und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['VEGAN', 'GLUTENARM', 'OHNE MILCHPRODUKTE'];Tikka-Masala-Paste
5;de;5/18;Süßkartoffel-Tamarinden-Curry mit Kokosmilch und Erdnüssen;30 bis 40 Minuten;einfach;Kalorien 980kcal, Fett 45.5g, Eiweiß 22.2g, Kohlenhydrate 118.0g;Erdnüsse und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['VEGAN', 'GLUTENARM', 'OHNE MILCHPRODUKTE'];Kokosmilch
6;de;5/18;Süßkartoffel-Tamarinden-Curry mit Kokosmilch und Erdnüssen;30 bis 40 Minuten;einfach;Kalorien 980kcal, Fett 45.5g, Eiweiß 22.2g, Kohlenhydrate 118.0g;Erdnüsse und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['VEGAN', 'GLUTENARM', 'OHNE MILCHPRODUKTE'];Rote Zwiebel
7;de;5/18;Süßkartoffel-Tamarinden-Curry mit Kokosmilch und Erdnüssen;30 bis 40 Minuten;einfach;Kalorien 980kcal, Fett 45.5g, Eiweiß 22.2g, Kohlenhydrate 118.0g;Erdnüsse und Sojabohnen. Kann Spuren von anderen Allergenen enthalten.;['VEGAN', 'GLUTENARM', 'OHNE MILCHPRODUKTE'];Süßkartoffel
0;de;5/18;Pide mit saftigem Rinderhack und knackigem Gurken-Minze-Salat;20 bis 30 Minuten;einfach;Kalorien 922kcal, Fett 32.1g, Eiweiß 40.8g, Kohlenhydrate 112.9g;Gluten. Kann Spuren von anderen Allergenen enthalten.;['UNTER 30MIN.', 'FLEISCH', 'FAMILIENFREUNDLICH', 'OHNE MILCHPRODUKTE'];Sumach
1;de;5/18;Pide mit saftigem Rinderhack und knackigem Gurken-Minze-Salat;20 bis 30 Minuten;einfach;Kalorien 922kcal, Fett 32.1g, Eiweiß 40.8g, Kohlenhydrate 112.9g;Gluten. Kann Spuren von anderen Allergenen enthalten.;['UNTER 30MIN.', 'FLEISCH', 'FAMILIENFREUNDLICH', 'OHNE MILCHPRODUKTE'];Lauchzwiebel
2;de;5/18;Pide mit saftigem Rinderhack und knackigem Gurken-Minze-Salat;20 bis 30 Minuten;einfach;Kalorien 922kcal, Fett 32.1g, Eiweiß 40.8g, Kohlenhydrate 112.9g;Gluten. Kann Spuren von anderen Allergenen enthalten.;['UNTER 30MIN.', 'FLEISCH', 'FAMILIENFREUNDLICH', 'OHNE MILCHPRODUKTE'];Gurke
3;de;5/18;Pide mit saftigem Rinderhack und knackigem Gurken-Minze-Salat;20 bis 30 Minuten;einfach;Kalorien 922kcal, Fett 32.1g, Eiweiß 40.8g, Kohlenhydrate 112.9g;Gluten. Kann Spuren von anderen Allergenen enthalten.;['UNTER 30MIN.', 'FLEISCH', 'FAMILIENFREUNDLICH', 'OHNE MILCHPRODUKTE'];Frische Petersilie & Minze
4;de;5/18;Pide mit saftigem Rinderhack und knackigem Gurken-Minze-Salat;20 bis 30 Minuten;einfach;Kalorien 922kcal, Fett 32.1g, Eiweiß 40.8g, Kohlenhydrate 112.9g;Gluten. Kann Spuren von anderen Allergenen enthalten.;['UNTER 30MIN.', 'FLEISCH', 'FAMILIENFREUNDLICH', 'OHNE MILCHPRODUKTE'];Pizzateig
5;de;5/18;Pide mit saftigem Rinderhack und knackigem Gurken-Minze-Salat;20 bis 30 Minuten;einfach;Kalorien 922kcal, Fett 32.1g, Eiweiß 40.8g, Kohlenhydrate 112.9g;Gluten. Kann Spuren von anderen Allergenen enthalten.;['UNTER 30MIN.', 'FLEISCH', 'FAMILIENFREUNDLICH', 'OHNE MILCHPRODUKTE'];Schawarma-Gewürzmischung
6;de;5/18;Pide mit saftigem Rinderhack und knackigem Gurken-Minze-Salat;20 bis 30 Minuten;einfach;Kalorien 922kcal, Fett 32.1g, Eiweiß 40.8g, Kohlenhydrate 112.9g;Gluten. Kann Spuren von anderen Allergenen enthalten.;['UNTER 30MIN.', 'FLEISCH', 'FAMILIENFREUNDLICH', 'OHNE MILCHPRODUKTE'];Tomatenmark
7;de;5/18;Pide mit saftigem Rinderhack und knackigem Gurken-Minze-Salat;20 bis 30 Minuten;einfach;Kalorien 922kcal, Fett 32.1g, Eiweiß 40.8g, Kohlenhydrate 112.9g;Gluten. Kann Spuren von anderen Allergenen enthalten.;['UNTER 30MIN.', 'FLEISCH', 'FAMILIENFREUNDLICH', 'OHNE MILCHPRODUKTE'];Rinderhackfleisch
8;de;5/18;Pide mit saftigem Rinderhack und knackigem Gurken-Minze-Salat;20 bis 30 Minuten;einfach;Kalorien 922kcal, Fett 32.1g, Eiweiß 40.8g, Kohlenhydrate 112.9g;Gluten. Kann Spuren von anderen Allergenen enthalten.;['UNTER 30MIN.', 'FLEISCH', 'FAMILIENFREUNDLICH', 'OHNE MILCHPRODUKTE'];Knoblauch
9;de;5/18;Pide mit saftigem Rinderhack und knackigem Gurken-Minze-Salat;20 bis 30 Minuten;einfach;Kalorien 922kcal, Fett 32.1g, Eiweiß 40.8g, Kohlenhydrate 112.9g;Gluten. Kann Spuren von anderen Allergenen enthalten.;['UNTER 30MIN.', 'FLEISCH', 'FAMILIENFREUNDLICH', 'OHNE MILCHPRODUKTE'];Zwiebel
10;de;5/18;Pide mit saftigem Rinderhack und knackigem Gurken-Minze-Salat;20 bis 30 Minuten;einfach;Kalorien 922kcal, Fett 32.1g, Eiweiß 40.8g, Kohlenhydrate 112.9g;Gluten. Kann Spuren von anderen Allergenen enthalten.;['UNTER 30MIN.', 'FLEISCH', 'FAMILIENFREUNDLICH', 'OHNE MILCHPRODUKTE'];Rote Paprika
0;de;5/18;Chili con Carne Low Carb mit Blumenkohlreis und Limettensalsa;30 bis 40 Minuten;einfach;Kalorien 734kcal, Fett 42.9g, Eiweiß 43.6g, Kohlenhydrate 32.4g;Kann Spuren von Allergenen enthalten.;['SCHARF', 'GLUTENARM', 'LOW CARB', 'FLEISCH', 'OHNE MILCHPRODUKTE'];Frischer Koriander
1;de;5/18;Chili con Carne Low Carb mit Blumenkohlreis und Limettensalsa;30 bis 40 Minuten;einfach;Kalorien 734kcal, Fett 42.9g, Eiweiß 43.6g, Kohlenhydrate 32.4g;Kann Spuren von Allergenen enthalten.;['SCHARF', 'GLUTENARM', 'LOW CARB', 'FLEISCH', 'OHNE MILCHPRODUKTE'];Rote Thai-Chilischote
2;de;5/18;Chili con Carne Low Carb mit Blumenkohlreis und Limettensalsa;30 bis 40 Minuten;einfach;Kalorien 734kcal, Fett 42.9g, Eiweiß 43.6g, Kohlenhydrate 32.4g;Kann Spuren von Allergenen enthalten.;['SCHARF', 'GLUTENARM', 'LOW CARB', 'FLEISCH', 'OHNE MILCHPRODUKTE'];Unbehandelte Limette
3;de;5/18;Chili con Carne Low Carb mit Blumenkohlreis und Limettensalsa;30 bis 40 Minuten;einfach;Kalorien 734kcal, Fett 42.9g, Eiweiß 43.6g, Kohlenhydrate 32.4g;Kann Spuren von Allergenen enthalten.;['SCHARF', 'GLUTENARM', 'LOW CARB', 'FLEISCH', 'OHNE MILCHPRODUKTE'];Blumenkohl
4;de;5/18;Chili con Carne Low Carb mit Blumenkohlreis und Limettensalsa;30 bis 40 Minuten;einfach;Kalorien 734kcal, Fett 42.9g, Eiweiß 43.6g, Kohlenhydrate 32.4g;Kann Spuren von Allergenen enthalten.;['SCHARF', 'GLUTENARM', 'LOW CARB', 'FLEISCH', 'OHNE MILCHPRODUKTE'];Rinderbrühgewürz
5;de;5/18;Chili con Carne Low Carb mit Blumenkohlreis und Limettensalsa;30 bis 40 Minuten;einfach;Kalorien 734kcal, Fett 42.9g, Eiweiß 43.6g, Kohlenhydrate 32.4g;Kann Spuren von Allergenen enthalten.;['SCHARF', 'GLUTENARM', 'LOW CARB', 'FLEISCH', 'OHNE MILCHPRODUKTE'];Kidneybohnen
6;de;5/18;Chili con Carne Low Carb mit Blumenkohlreis und Limettensalsa;30 bis 40 Minuten;einfach;Kalorien 734kcal, Fett 42.9g, Eiweiß 43.6g, Kohlenhydrate 32.4g;Kann Spuren von Allergenen enthalten.;['SCHARF', 'GLUTENARM', 'LOW CARB', 'FLEISCH', 'OHNE MILCHPRODUKTE'];Tomatenmark
7;de;5/18;Chili con Carne Low Carb mit Blumenkohlreis und Limettensalsa;30 bis 40 Minuten;einfach;Kalorien 734kcal, Fett 42.9g, Eiweiß 43.6g, Kohlenhydrate 32.4g;Kann Spuren von Allergenen enthalten.;['SCHARF', 'GLUTENARM', 'LOW CARB', 'FLEISCH', 'OHNE MILCHPRODUKTE'];Gemahlener Kreuzkümmel
8;de;5/18;Chili con Carne Low Carb mit Blumenkohlreis und Limettensalsa;30 bis 40 Minuten;einfach;Kalorien 734kcal, Fett 42.9g, Eiweiß 43.6g, Kohlenhydrate 32.4g;Kann Spuren von Allergenen enthalten.;['SCHARF', 'GLUTENARM', 'LOW CARB', 'FLEISCH', 'OHNE MILCHPRODUKTE'];Geräuchertes Paprikapulver
9;de;5/18;Chili con Carne Low Carb mit Blumenkohlreis und Limettensalsa;30 bis 40 Minuten;einfach;Kalorien 734kcal, Fett 42.9g, Eiweiß 43.6g, Kohlenhydrate 32.4g;Kann Spuren von Allergenen enthalten.;['SCHARF', 'GLUTENARM', 'LOW CARB', 'FLEISCH', 'OHNE MILCHPRODUKTE'];Rinderhackfleisch
10;de;5/18;Chili con Carne Low Carb mit Blumenkohlreis und Limettensalsa;30 bis 40 Minuten;einfach;Kalorien 734kcal, Fett 42.9g, Eiweiß 43.6g, Kohlenhydrate 32.4g;Kann Spuren von Allergenen enthalten.;['SCHARF', 'GLUTENARM', 'LOW CARB', 'FLEISCH', 'OHNE MILCHPRODUKTE'];Knoblauch
11;de;5/18;Chili con Carne Low Carb mit Blumenkohlreis und Limettensalsa;30 bis 40 Minuten;einfach;Kalorien 734kcal, Fett 42.9g, Eiweiß 43.6g, Kohlenhydrate 32.4g;Kann Spuren von Allergenen enthalten.;['SCHARF', 'GLUTENARM', 'LOW CARB', 'FLEISCH', 'OHNE MILCHPRODUKTE'];Rote Zwiebel
0;de;5/18;Schweinerückensteak mit Senf und Bohnen-Kirschtomaten-Salat;20 bis 30 Minuten;einfach;Kalorien 473kcal, Fett 24.5g, Eiweiß 38.9g, Kohlenhydrate 21.9g;Schwefeldioxid und Sulphite und Senf. Kann Spuren von anderen Allergenen enthalten.;['GLUTENARM', 'UNTER 30MIN.', 'LOW CARB', 'FLEISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Himbeeressig
1;de;5/18;Schweinerückensteak mit Senf und Bohnen-Kirschtomaten-Salat;20 bis 30 Minuten;einfach;Kalorien 473kcal, Fett 24.5g, Eiweiß 38.9g, Kohlenhydrate 21.9g;Schwefeldioxid und Sulphite und Senf. Kann Spuren von anderen Allergenen enthalten.;['GLUTENARM', 'UNTER 30MIN.', 'LOW CARB', 'FLEISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Kirschtomaten
2;de;5/18;Schweinerückensteak mit Senf und Bohnen-Kirschtomaten-Salat;20 bis 30 Minuten;einfach;Kalorien 473kcal, Fett 24.5g, Eiweiß 38.9g, Kohlenhydrate 21.9g;Schwefeldioxid und Sulphite und Senf. Kann Spuren von anderen Allergenen enthalten.;['GLUTENARM', 'UNTER 30MIN.', 'LOW CARB', 'FLEISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Schweinerückensteak
3;de;5/18;Schweinerückensteak mit Senf und Bohnen-Kirschtomaten-Salat;20 bis 30 Minuten;einfach;Kalorien 473kcal, Fett 24.5g, Eiweiß 38.9g, Kohlenhydrate 21.9g;Schwefeldioxid und Sulphite und Senf. Kann Spuren von anderen Allergenen enthalten.;['GLUTENARM', 'UNTER 30MIN.', 'LOW CARB', 'FLEISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Grüne Bohnen
4;de;5/18;Schweinerückensteak mit Senf und Bohnen-Kirschtomaten-Salat;20 bis 30 Minuten;einfach;Kalorien 473kcal, Fett 24.5g, Eiweiß 38.9g, Kohlenhydrate 21.9g;Schwefeldioxid und Sulphite und Senf. Kann Spuren von anderen Allergenen enthalten.;['GLUTENARM', 'UNTER 30MIN.', 'LOW CARB', 'FLEISCH', 'OHNE MILCHPRODUKTE', 'FIT & GESUND'];Körniger Senf
